事件id,事件名称,朝代,时期,年号,年份,事件简介,事件内容,检索词,事件类别,特征类别,一级地点,二级地点,相关人物,相关作品
812,方氏水阁雅集,明,明,崇祯,1639年,,崇祯十二年，金陵有结社名为方氏水阁雅集，社友有金陵诸姬。余怀《珠市名姬》：“己卯岁牛女渡河之夕，大集诸姬于方密之侨居水阁，四方贤豪，车骑盈闾巷。梨园子弟，三班骈演。”,,,,金陵,,,
813,松风阁雅集,明,明,崇祯,1639年,,崇祯十二年，金陵有结社名为松风阁雅集，社友有雪衣、眉生等。《板桥杂记》下卷《轶事》载：“同人社集松风阁，雪衣、眉生皆在。饮罢，联骑入城，红妆翠袖，跃马扬鞭，观者塞途。”,,,,金陵,,雪衣、眉生,《轶事》
814,金陵求社,明,明,崇祯,1640年,,崇祯十三年，金陵有结社名为金陵求社，社友有邢昉等。《石臼前集》卷五《立春前一日求社始集》。,,,,金陵,,邢昉,《立春前一日求社始集》
815,续山茨社/顾梦游结社,明,明,崇祯,1641年,,崇祯十四年，金陵有结社名为续山茨社/顾梦游结社，社友有顾梦游等。《真隐先生年谱》十四年辛巳：“三月，病起，重修山茨社。”,,,,金陵,,顾梦游,
816,朱元璋在南京即位,明,明,洪武,1368年,,正月，朱元璋在应天府即位，国号明。,,,,应天府,,朱元璋,
817,王彝卒,明,明,洪武,1374年,,王彝（常宗）卒。有《三近斋稿》、《妫蜼子集》。,,,,,,王彝,《三近斋稿》、《妫蜼子集》
818,高启卒,明,明,洪武,1374年,,高启（季迪）卒，年三十九。有《大全集》、《凫藻集》、《缶鸣集》等。,,,,,,高启,《大全集》、《凫藻集》、《缶鸣集》
819,姚广孝卒,明,明,永乐,1418年,,姚广孝（道衍）卒，年八十四。有《逃虚子集》。,,,,,,姚广孝,《逃虚子集》
820,高棅卒,明,明,永乐,1423年,,高棅（彦恢）卒，年七十四。有《啸台集》、《木天清气集》。棟奴社，又与陈亮、王恭诸人结有九老会（乙），皆当在此前。（高棅《都门晓望寄怀王皆山暨梅江吟社诸友》诗、焦竑《陈亮传》、《皇明词林人物考》卷二）,,,,,,高棅、陈亮、王恭,《啸台集》、《木天清气集》
821,杨荣卒,明,明,正统,1440年,,杨荣卒，年七十。有《杨文敏集》。荣与杨士奇、杨溥等结有真率会（甲），当在此前。（《玉堂丛语》卷七、杨荣《和真率会诗》）,,,,,,杨荣、杨士奇、杨溥,《杨文敏集》
822,杨士奇卒,明,明,正统,1444年,,杨士奇（寓）卒，年八十。有《东里集》。,,,,,,杨士奇,《东里集》
823,程敏政生,明,明,正统,1445年,,程敏政（克勤）生。有《篁墩集》。,,,,,,程敏政,《篁墩集》
824,周仁俊继续诗社,明,明,正统,1449年,,此前，南京有诗社，因事中辍，此后周仁俊作主，绍续社事，所速之宾二十有八人，上元倪谦与之。（倪谦《冶亭登高诗序》）,,,,南京,上元,周仁俊、倪谦,
825,周叙结诗社,明,明,天顺,1460年,,天顺中，吉水周叙在南京结诗社，择能诗者凡十人与游，题曰《南都吟社》。（司马泰《三余雅会诗序》）,,,,南京、吉安,吉水,周叙,《南都吟社》
826,倪岳结诗社,明,明,成化,1468年,,此前，上元倪岳结有诗社。（倪岳《戊子新春日寄上谷诸旧游》）,,,,南京,上元,倪岳,
827,倪谦卒,明,明,成化,1479年,,倪谦卒，年六十五。有《倪文僖集》。,,,,,,倪谦,《倪文僖集》
828,周宏谟等人结会,明,明,成化,1487年,,成化间，长宁周宏谟与沈庠、任彦常、金冕凡十二人在南京结会，题曰《清恬雅会》。（司马泰《三余雅会诗序》）,,,,南京、宜宾,长宁,周宏谟与沈庠、任彦常、金冕凡,《清恬雅会》
829,郑纪致仕,明,明,弘治,1497年,,九月，仙游郑纪致仕，其官南曹时尝与倪岳、刘震、杨守阯、董越、马廷用诸人倡为瀛洲雅会（甲），当在此前。（《翰林记》卷二〇）,,,,莆田,仙游,郑纪、倪岳、刘震、杨守阯、董越、马廷用,
830,倪岳卒,明,明,弘治,1501年,,倪岳卒，年五十八。有《青溪漫稿》。,,,,,,倪岳,《青溪漫稿》
831,李东阳等人相会,明,明,弘治,1503年,,李东阳同年进士之在朝者九人，与南京来朝者一人，会于闵朝瑛之第。（李东阳《甲申十同年诗序》、《两京同年倡和诗序》）,,,,南京,,李东阳、闵朝瑛,
832,顾璘四人初次发起青溪社（甲）,明,明,弘治,1505年,,弘、正间，顾璘、王韦、陈铎、徐霖四人初举青溪社（甲）。（《列朝诗集》丁集卷七）,,,,,,顾璘、王韦、陈铎、徐霖,
833,马廷用等九人继续发起瀛洲雅会（乙）,明,明,正德,1507年,,马廷用、罗钦顺、罗玘等九人续举瀛洲雅会（乙）。（《翰林记》卷二〇）,,,,,,马廷用、罗钦顺、罗玘,
834,储巏重新发起诗社,明,明,正德,1521年,,正德间，海陵储巏复举诗社，刘默、施懋、谢承举等十人与之游，题曰《秣陵吟社》。（《金陵通传》卷一四）,,,,泰州,海陵,储巏、刘默、施懋、谢承举,《秣陵吟社》
835,"秦金重新发起碧山
吟社（乙）",明,明,嘉靖,1523年,,"无锡秦金召为南京户部尚书，后与邵宝、顾可学诸人慕秦旭遗风，复举碧山
吟社（乙）。（《明诗纪事》丁签卷六）",,,,南京,,秦金、邵宝、顾可学,《明诗纪事》
836,谢承举卒,明,明,嘉靖,1524年,,谢承举卒，年六十四。有《野全子集》。,,,,,,谢承举,《野全子集》
837,司马泰与人约定创建雅会,明,明,嘉靖,1543年,,嘉靖中，上元司马泰致仕归，约同志为雅会，得诗四十八首，题曰《三余雅会录》。（《金陵通传》卷一四）,,,,南京,上元,司马泰,《三余雅会录》
838,朱曰藩等人重新发起青溪社（甲）,明,明,嘉靖,1558年,,此际，朱曰藩、何良俊、金銮等人复举青溪社（甲），谓为金陵社事之初盛。（《列朝诗集》丁集卷七、《明诗纪事》戊签卷八）,,,,金陵,,朱曰藩、何良俊、金銮,
839,李登立社讲学,明,明,嘉靖,1566年,,嘉靖末，上元李登改崇仁教谕，立社与诸生讲明邹鲁之学。（《金陵通传》卷一八）,,,,南京,上元,李登,
840,梁辰鱼等发起鹫峰诗社,明,明,隆庆,1567年,,梁辰鱼、莫是龙在南京举鹫峰诗社，与者四十余人。（莫是龙《怀友七首序》、孙齐之《社中新评》）,,,,南京,,梁辰鱼、莫是龙,
841,费懋谦等人重新兴起青溪社（乙）,明,明,隆庆,1571年,,费懋谦、朱孟震、唐资贤等人复修青溪社（乙），有《青溪社稿》。（《列朝诗集》丁集卷七、《玉笥诗谈》卷上、朱孟震《停云小志》）,,,,,,费懋谦、朱孟震、唐资贤,《青溪社稿》
842,陈芹重新兴起青溪社（乙）,明,明,万历,1573年,,陈芹解组石城，与吴子玉、魏学礼、莫是龙等复修青溪社（乙），是谓金陵社事之再盛。（《列朝诗集》丁集卷七、《玉笥诗谈》卷上、朱孟震《停云小志》）,,,,金陵,石城,陈芹、吴子玉、魏学礼、莫是龙,
843,柯维骐卒,明,明,万历,1574年,,柯维骐卒，年七十八。有《艺余集》。,,,,,,柯维骐,《艺余集》
844,潘之恒结芝云文社,明,明,万历,1585年,,潘之恒秋试落榜，之后常在南京、杭州等地读书，其间结有芝云文社。（李维桢《芝云社稿序》）,,,,南京、杭州,,潘之恒,
845,潘之恒三渡秦淮,明,明,万历,1585年,,十月至次年正月，潘之恒结冬于秦淮者三度，所主顾氏馆会，凡群士女而奏伎者百余场。（潘之恒《初艳》）,,,,南京,秦淮,潘之恒,
846,潘之恒结五咏楼、郢中社,明,明,万历,1593年,,潘之恒游学至武昌，与袁中道、丘坦、王伊辅等人结社五咏楼，又与张无彊、葛更生、张永卿等结郢中社。（潘之恒《武昌曲八首》诗、《今夕行，同吴皋倩、王任仲、丘长孺、袁小修饮五咏楼赋》诗、《郢中社诗序》）,,,,武汉,武昌,潘之恒、袁中道、丘坦、王伊辅、张无彊、葛更生、张永卿,
847,游太初等人结诗社,明,明,万历,1595年,,万历中期，游太初与吕姚州、曾长卿、刘兆隆等人在樠木山结诗社，潘之恒入之。（李维桢《樠山社草引》）,,,,,,游太初、吕姚州、曾长卿、刘兆隆、潘之恒,
848,李登与姚汝发起白社、经社（甲）、游社、长干社,明,明,万历,1595年,,万历中，上元李登与姚汝循起白社、经社（甲）、游社、长干社，同社耆旧四十人。（《金陵通传》卷一八）,,,,南京,上元,李登、姚汝,
849,王文耀结画社,明,明,万历,1595年,,万历中，上元王文耀结画社于秦淮，入社者多名流。（《金陵通传》卷一八）,,,,南京,上元、秦淮,王文耀,
850,黄居中在南京组织白门诗社,明,明,万历,1595年,,万历中后期，黄居中及其弟子在南京组织白门诗社。（李维桢《黄明立集叙》、《白门社集序》和《赠白门社中诸君》诗）,,,,南京,,黄居中,
851,欧大任卒,明,明,万历,1595年,,欧大任卒，年八十。有《虞部集》。,,,,,,欧大任,《虞部集》
852,朱承等人开创金陵大社,明,明,万历,1604年,,中秋，朱承?集文士一百二十人、侍席妓女四十余人开金陵大社。（《列朝诗集小传》丁集上）,,,,金陵,,朱承?,
853,马守真卒,明,明,万历,1604年,,马守真卒，年五十七。有《马美人诗一集》、《湘兰子集》、《三生传》。,,,,,,马守真,《马美人诗一集》、《湘兰子集》、《三生传》
854,范文若等人发起拂水山房社,明,明,万历,1605年,,此际，范文若、许士柔、孙朝肃、冯明玠诸人承拂水文社遗韵，举拂水山房社。（《南吴旧话录》卷二三）,,,,,,范文若、许士柔、孙朝肃、冯明玠,
855,邢昉年与人结社,明,明,万历,1605年,,高淳邢昉年十六，与里中胡印度、李武冶先生结社课诗文。（《邢孟贞先生年谱》）,,,,南京,高淳,邢昉、胡印度、李武冶,
856,曹学佺等人在金陵三发起社事,明,明,万历,1606年,,曹学佺诸人在金陵三举社事，谓为金陵社事之极盛。（《列朝诗集》丁集卷七）,,,,金陵,,曹学佺,
857,潘之恒重新兴起天都社（乙）,明,明,万历,1606年,,至三十八年间，潘之恒复修天都社（乙），推方弘静主盟，与者黄玄龙、王之杰、鲍正元、丁自宣、丁虞采等。（《黄山志定本》卷二）,,,,,,潘之恒、方弘静、黄玄龙、王之杰、鲍正元、丁自宣、丁虞采,
858,潘之恒与人发起普门社,明,明,万历,1606年,,至三十八年间，潘之恒与黄山法海庵僧法藏上人倡为普门社。（潘之恒《普门缘起》）,,,,黄山,,潘之恒、法藏上人,
859,于慎行卒,明,明,万历,1607年,,于慎行卒，年六十三。有《谷城山馆诗文集》。慎行在南京时修有瀛洲会，当在此前。（于慎行《九日留都瀛洲会集呈诸馆丈》诗）,,,,南京,,于慎行,《谷城山馆诗文集》
860,茅元仪发起午日秦淮大社,明,明,万历,1608年,,此后，归安茅元仪初入金陵，作午日秦淮大社，赋得《午日题诗吊汨罗》，声名大噪。（《因树屋书影》卷二）,,,,金陵,秦淮,茅元仪,《午日题诗吊汨罗》
861,李维桢等人结淡成文社,明,明,万历,1608年,,至三十九年间，李维桢子侄、外甥及当地名士结有淡成文社。（李维桢《淡成社草序》）,,,,,,李维桢,
862,袁中道发起冶城大杜,明,明,万历,1609年,,袁中道东游金陵，举冶城大杜。（《游居柿录》卷三、袁中道《东游日记》、钟惺《赠唐宜之置颖上县事序》）,,,,金陵、冶城,,袁中道,
863,南京狎客与杨璆诸姬创办十二钗会,明,明,万历,1609年,,南京狎客与杨璆诸姬为十二钗会，声动白下。（潘之恒《杨璆姬传》）,,,,南京,,杨璆,
864,王志坚在南京邀同舍郎创建读史社（甲）,明,明,万历,1610年,,王志坚在南京邀同舍郎为读史社（甲），移日分夜如诸生时。（钱谦益《王淑士墓志铭》、《吴郡名贤图传赞》卷一二）,,,,南京,,王志坚,
865,李维桢等结湛园社,明,明,万历,1610年,,李维桢、米万钟结湛园社。（李维桢《米仲诏诗序》、《送米廷评入京，家有湛园，余尝结社其中》诗）,,,,,,李维桢、米万钟,
866,谭昌言结诗社,明,明,万历,1610年,,此际，谭昌言升南京兵部主事，结有诗社。（《静志居诗话》卷一六）,,,,南京,,谭昌言,
867,焦竑发起长生馆会,明,明,万历,1610年,,此后，焦竑升南京司业，倡为长生馆会，钟惺与之。（钟惺《长生馆诗引》黄宗羲南雷生。有《宋元学案》、《明儒学案》、《明夷待访录》、《南雷文集》等。）,,,,南京,,焦竑、钟惺,
